==============================================================================
 ESQUEMA DE BASE DE DATOS - ARTESA PRODUCCION
 Base de datos : artesa_produccion
 Host          : artesa-produccion-db.csbsswgcszct.us-east-1.rds.amazonaws.com:5432
 Generado      : 2026-07-02 14:19:05
==============================================================================

------------------------------------------------------------------------------
 1. TABLAS Y COLUMNAS
------------------------------------------------------------------------------
              table_name              |             column_name              |          data_type          | character_maximum_length | numeric_precision | numeric_scale | is_nullable |                     column_default                     | ordinal_position 
 public     | receta_ingredientes        | idx_receta_ingredientes_codigo                         | CREATE INDEX idx_receta_ingredientes_codigo ON public.receta_ingredientes USING btree (codigo_ingrediente)
 public     | receta_ingredientes        | idx_receta_ingredientes_receta                         | CREATE INDEX idx_receta_ingredientes_receta ON public.receta_ingredientes USING btree (receta_id)
 public     | receta_ingredientes        | receta_ingredientes_pkey                               | CREATE UNIQUE INDEX receta_ingredientes_pkey ON public.receta_ingredientes USING btree (id)
 public     | recetas                    | idx_recetas_activa                                     | CREATE INDEX idx_recetas_activa ON public.recetas USING btree (activa)
 public     | recetas                    | idx_recetas_codigo                                     | CREATE INDEX idx_recetas_codigo ON public.recetas USING btree (codigo)
 public     | recetas                    | idx_recetas_tipo_masa                                  | CREATE INDEX idx_recetas_tipo_masa ON public.recetas USING btree (tipo_masa)
 public     | recetas                    | recetas_codigo_key                                     | CREATE UNIQUE INDEX recetas_codigo_key ON public.recetas USING btree (codigo)
 public     | recetas                    | recetas_pkey                                           | CREATE UNIQUE INDEX recetas_pkey ON public.recetas USING btree (id)
 public     | recetas                    | recetas_uuid_key                                       | CREATE UNIQUE INDEX recetas_uuid_key ON public.recetas USING btree (uuid)
 public     | registros_amasado          | idx_registros_amasado_amasadora                        | CREATE INDEX idx_registros_amasado_amasadora ON public.registros_amasado USING btree (amasadora_id)
 public     | registros_amasado          | idx_registros_amasado_masa                             | CREATE INDEX idx_registros_amasado_masa ON public.registros_amasado USING btree (masa_id)
 public     | registros_amasado          | registros_amasado_masa_id_key                          | CREATE UNIQUE INDEX registros_amasado_masa_id_key ON public.registros_amasado USING btree (masa_id)
 public     | registros_amasado          | registros_amasado_pkey                                 | CREATE UNIQUE INDEX registros_amasado_pkey ON public.registros_amasado USING btree (id)
 public     | registros_amasado          | registros_amasado_uuid_key                             | CREATE UNIQUE INDEX registros_amasado_uuid_key ON public.registros_amasado USING btree (uuid)
 public     | registros_division         | idx_registros_division_maquina                         | CREATE INDEX idx_registros_division_maquina ON public.registros_division USING btree (maquina_corte_id)
 public     | registros_division         | idx_registros_division_masa                            | CREATE INDEX idx_registros_division_masa ON public.registros_division USING btree (masa_id)
 public     | registros_division         | registros_division_masa_id_key                         | CREATE UNIQUE INDEX registros_division_masa_id_key ON public.registros_division USING btree (masa_id)
 public     | registros_division         | registros_division_pkey                                | CREATE UNIQUE INDEX registros_division_pkey ON public.registros_division USING btree (id)
 public     | registros_division         | registros_division_uuid_key                            | CREATE UNIQUE INDEX registros_division_uuid_key ON public.registros_division USING btree (uuid)
 public     | registros_empaque          | idx_registros_empaque_masa                             | CREATE INDEX idx_registros_empaque_masa ON public.registros_empaque USING btree (masa_id)
 public     | registros_empaque          | idx_registros_empaque_sap_error                        | CREATE INDEX idx_registros_empaque_sap_error ON public.registros_empaque USING btree (masa_id) WHERE ((sap_error_entrada IS NOT NULL) OR (sap_error_salida IS NOT NULL))
 public     | registros_empaque          | registros_empaque_masa_id_key                          | CREATE UNIQUE INDEX registros_empaque_masa_id_key ON public.registros_empaque USING btree (masa_id)
 public     | registros_empaque          | registros_empaque_pkey                                 | CREATE UNIQUE INDEX registros_empaque_pkey ON public.registros_empaque USING btree (id)
 public     | registros_empaque          | registros_empaque_uuid_key                             | CREATE UNIQUE INDEX registros_empaque_uuid_key ON public.registros_empaque USING btree (uuid)
 public     | registros_fermentacion     | idx_registros_fermentacion_masa_id                     | CREATE INDEX idx_registros_fermentacion_masa_id ON public.registros_fermentacion USING btree (masa_id)
 public     | registros_fermentacion     | idx_registros_fermentacion_usuario_id                  | CREATE INDEX idx_registros_fermentacion_usuario_id ON public.registros_fermentacion USING btree (usuario_id)
 public     | registros_fermentacion     | registros_fermentacion_pkey                            | CREATE UNIQUE INDEX registros_fermentacion_pkey ON public.registros_fermentacion USING btree (id)
 public     | registros_fermentacion     | registros_fermentacion_uuid_key                        | CREATE UNIQUE INDEX registros_fermentacion_uuid_key ON public.registros_fermentacion USING btree (uuid)
 public     | registros_formado          | idx_registros_formado_masa_id                          | CREATE INDEX idx_registros_formado_masa_id ON public.registros_formado USING btree (masa_id)
 public     | registros_formado          | idx_registros_formado_usuario_id                       | CREATE INDEX idx_registros_formado_usuario_id ON public.registros_formado USING btree (usuario_id)
 public     | registros_formado          | registros_formado_pkey                                 | CREATE UNIQUE INDEX registros_formado_pkey ON public.registros_formado USING btree (id)
 public     | registros_formado          | registros_formado_uuid_key                             | CREATE UNIQUE INDEX registros_formado_uuid_key ON public.registros_formado USING btree (uuid)
 public     | registros_horneado         | idx_registros_horneado_horno_id                        | CREATE INDEX idx_registros_horneado_horno_id ON public.registros_horneado USING btree (tipo_horno_id)
 public     | registros_horneado         | idx_registros_horneado_masa_id                         | CREATE INDEX idx_registros_horneado_masa_id ON public.registros_horneado USING btree (masa_id)
 public     | registros_horneado         | idx_registros_horneado_usuario_id                      | CREATE INDEX idx_registros_horneado_usuario_id ON public.registros_horneado USING btree (usuario_id)
 public     | registros_horneado         | registros_horneado_pkey                                | CREATE UNIQUE INDEX registros_horneado_pkey ON public.registros_horneado USING btree (id)
 public     | registros_horneado         | registros_horneado_uuid_key                            | CREATE UNIQUE INDEX registros_horneado_uuid_key ON public.registros_horneado USING btree (uuid)
 public     | registros_mano_obra        | idx_rmo_fase                                           | CREATE INDEX idx_rmo_fase ON public.registros_mano_obra USING btree (masa_id, fase)
 public     | registros_mano_obra        | idx_rmo_masa                                           | CREATE INDEX idx_rmo_masa ON public.registros_mano_obra USING btree (masa_id)
 public     | registros_mano_obra        | registros_mano_obra_pkey                               | CREATE UNIQUE INDEX registros_mano_obra_pkey ON public.registros_mano_obra USING btree (id)
 public     | sap_articulos              | idx_sap_articulos_activo                               | CREATE INDEX idx_sap_articulos_activo ON public.sap_articulos USING btree (activo)
 public     | sap_articulos              | idx_sap_articulos_tipo_masa                            | CREATE INDEX idx_sap_articulos_tipo_masa ON public.sap_articulos USING btree (tipo_masa)
 public     | sap_articulos              | sap_articulos_pkey                                     | CREATE UNIQUE INDEX sap_articulos_pkey ON public.sap_articulos USING btree (item_code)
 public     | sap_bom_componentes        | idx_bom_comp                                           | CREATE INDEX idx_bom_comp ON public.sap_bom_componentes USING btree (item_code_comp)
 public     | sap_bom_componentes        | idx_bom_padre                                          | CREATE INDEX idx_bom_padre ON public.sap_bom_componentes USING btree (item_code_padre)
 public     | sap_bom_componentes        | sap_bom_componentes_item_code_padre_item_code_comp_key | CREATE UNIQUE INDEX sap_bom_componentes_item_code_padre_item_code_comp_key ON public.sap_bom_componentes USING btree (item_code_padre, item_code_comp)
 public     | sap_bom_componentes        | sap_bom_componentes_pkey                               | CREATE UNIQUE INDEX sap_bom_componentes_pkey ON public.sap_bom_componentes USING btree (id)
 public     | sap_inventario_mp          | sap_inventario_mp_item_code_key                        | CREATE UNIQUE INDEX sap_inventario_mp_item_code_key ON public.sap_inventario_mp USING btree (item_code)
 public     | sap_inventario_mp          | sap_inventario_mp_pkey                                 | CREATE UNIQUE INDEX sap_inventario_mp_pkey ON public.sap_inventario_mp USING btree (id)
 public     | sap_lotes_mp               | idx_lotes_mp_expiration                                | CREATE INDEX idx_lotes_mp_expiration ON public.sap_lotes_mp USING btree (expiration_date)
 public     | sap_lotes_mp               | idx_lotes_mp_item_code                                 | CREATE INDEX idx_lotes_mp_item_code ON public.sap_lotes_mp USING btree (item_code)
 public     | sap_lotes_mp               | sap_lotes_mp_item_code_batch_key                       | CREATE UNIQUE INDEX sap_lotes_mp_item_code_batch_key ON public.sap_lotes_mp USING btree (item_code, batch)
 public     | sap_lotes_mp               | sap_lotes_mp_pkey                                      | CREATE UNIQUE INDEX sap_lotes_mp_pkey ON public.sap_lotes_mp USING btree (id)
 public     | sap_sync_log               | idx_sap_sync_estado                                    | CREATE INDEX idx_sap_sync_estado ON public.sap_sync_log USING btree (estado)
 public     | sap_sync_log               | idx_sap_sync_fecha                                     | CREATE INDEX idx_sap_sync_fecha ON public.sap_sync_log USING btree (fecha_operacion)
 public     | sap_sync_log               | idx_sap_sync_orden                                     | CREATE INDEX idx_sap_sync_orden ON public.sap_sync_log USING btree (orden_id)
 public     | sap_sync_log               | idx_sap_sync_tipo                                      | CREATE INDEX idx_sap_sync_tipo ON public.sap_sync_log USING btree (tipo_operacion)
 public     | sap_sync_log               | sap_sync_log_pkey                                      | CREATE UNIQUE INDEX sap_sync_log_pkey ON public.sap_sync_log USING btree (id)
 public     | sap_sync_log               | sap_sync_log_uuid_key                                  | CREATE UNIQUE INDEX sap_sync_log_uuid_key ON public.sap_sync_log USING btree (uuid)
 public     | sincronizaciones_sap       | idx_sync_sap_created_at                                | CREATE INDEX idx_sync_sap_created_at ON public.sincronizaciones_sap USING btree (created_at DESC)
 public     | sincronizaciones_sap       | idx_sync_sap_fecha_produccion                          | CREATE INDEX idx_sync_sap_fecha_produccion ON public.sincronizaciones_sap USING btree (fecha_produccion)
 public     | sincronizaciones_sap       | sincronizaciones_sap_pkey                              | CREATE UNIQUE INDEX sincronizaciones_sap_pkey ON public.sincronizaciones_sap USING btree (id)
 public     | tipos_horno                | idx_tipos_horno_activo                                 | CREATE INDEX idx_tipos_horno_activo ON public.tipos_horno USING btree (activo)
 public     | tipos_horno                | idx_tipos_horno_tipo                                   | CREATE INDEX idx_tipos_horno_tipo ON public.tipos_horno USING btree (tipo)
 public     | tipos_horno                | tipos_horno_codigo_key                                 | CREATE UNIQUE INDEX tipos_horno_codigo_key ON public.tipos_horno USING btree (codigo)
 public     | tipos_horno                | tipos_horno_nombre_key                                 | CREATE UNIQUE INDEX tipos_horno_nombre_key ON public.tipos_horno USING btree (nombre)
 public     | tipos_horno                | tipos_horno_pkey                                       | CREATE UNIQUE INDEX tipos_horno_pkey ON public.tipos_horno USING btree (id)
 public     | tipos_horno                | tipos_horno_uuid_key                                   | CREATE UNIQUE INDEX tipos_horno_uuid_key ON public.tipos_horno USING btree (uuid)
 public     | tipos_mano_obra            | tipos_mano_obra_pkey                                   | CREATE UNIQUE INDEX tipos_mano_obra_pkey ON public.tipos_mano_obra USING btree (id)
 public     | usuarios                   | idx_usuarios_activo                                    | CREATE INDEX idx_usuarios_activo ON public.usuarios USING btree (activo)
 public     | usuarios                   | idx_usuarios_email                                     | CREATE INDEX idx_usuarios_email ON public.usuarios USING btree (email)
 public     | usuarios                   | idx_usuarios_rol                                       | CREATE INDEX idx_usuarios_rol ON public.usuarios USING btree (rol)
 public     | usuarios                   | idx_usuarios_username                                  | CREATE INDEX idx_usuarios_username ON public.usuarios USING btree (username)
 public     | usuarios                   | idx_usuarios_uuid                                      | CREATE INDEX idx_usuarios_uuid ON public.usuarios USING btree (uuid)
 public     | usuarios                   | usuarios_email_key                                     | CREATE UNIQUE INDEX usuarios_email_key ON public.usuarios USING btree (email)
 public     | usuarios                   | usuarios_pkey                                          | CREATE UNIQUE INDEX usuarios_pkey ON public.usuarios USING btree (id)
 public     | usuarios                   | usuarios_username_key                                  | CREATE UNIQUE INDEX usuarios_username_key ON public.usuarios USING btree (username)
 public     | usuarios                   | usuarios_uuid_key                                      | CREATE UNIQUE INDEX usuarios_uuid_key ON public.usuarios USING btree (uuid)
 public     | usuarios_sesiones          | idx_usuarios_sesiones_expires                          | CREATE INDEX idx_usuarios_sesiones_expires ON public.usuarios_sesiones USING btree (expires_at)
 public     | usuarios_sesiones          | idx_usuarios_sesiones_revocado                         | CREATE INDEX idx_usuarios_sesiones_revocado ON public.usuarios_sesiones USING btree (revocado)
 public     | usuarios_sesiones          | idx_usuarios_sesiones_token                            | CREATE INDEX idx_usuarios_sesiones_token ON public.usuarios_sesiones USING btree (refresh_token)
 public     | usuarios_sesiones          | idx_usuarios_sesiones_usuario                          | CREATE INDEX idx_usuarios_sesiones_usuario ON public.usuarios_sesiones USING btree (usuario_id)
 public     | usuarios_sesiones          | usuarios_sesiones_pkey                                 | CREATE UNIQUE INDEX usuarios_sesiones_pkey ON public.usuarios_sesiones USING btree (id)
 public     | usuarios_sesiones          | usuarios_sesiones_refresh_token_key                    | CREATE UNIQUE INDEX usuarios_sesiones_refresh_token_key ON public.usuarios_sesiones USING btree (refresh_token)
(235 rows)


------------------------------------------------------------------------------
 5. RESTRICCIONES UNIQUE / CHECK
------------------------------------------------------------------------------
         table_name         | constraint_type |                    constraint_name                     |                                                                                                                                                                                                                                                                               check_clause                                                                                                                                                                                                                                                                                
----------------------------+-----------------+--------------------------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 amasadoras                 | CHECK           | 2200_16484_1_not_null                                  | id IS NOT NULL
 amasadoras                 | CHECK           | 2200_16484_5_not_null                                  | capacidad_kg IS NOT NULL
 amasadoras                 | CHECK           | 2200_16484_3_not_null                                  | nombre IS NOT NULL
 amasadoras                 | CHECK           | 2200_16484_2_not_null                                  | uuid IS NOT NULL
 amasadoras                 | UNIQUE          | amasadoras_nombre_key                                  | 
 amasadoras                 | UNIQUE          | amasadoras_uuid_key                                    | 
 auditoria                  | CHECK           | 2200_16494_1_not_null                                  | id IS NOT NULL
 auditoria                  | CHECK           | 2200_16494_2_not_null                                  | uuid IS NOT NULL
 auditoria                  | CHECK           | 2200_16494_3_not_null                                  | tabla IS NOT NULL
 auditoria                  | CHECK           | 2200_16494_4_not_null                                  | registro_id IS NOT NULL
 auditoria                  | CHECK           | 2200_16494_5_not_null                                  | accion IS NOT NULL
 auditoria                  | CHECK           | check_accion                                           | (((accion)::text = ANY (ARRAY[('INSERT'::character varying)::text, ('UPDATE'::character varying)::text, ('DELETE'::character varying)::text, ('LOGIN'::character varying)::text, ('LOGOUT'::character varying)::text, ('ACCESS'::character varying)::text])))
 auditoria                  | UNIQUE          | auditoria_uuid_key                                     | 
 auditoria_cambios          | CHECK           | 2200_16502_6_not_null                                  | operacion IS NOT NULL
 auditoria_cambios          | CHECK           | 2200_16502_3_not_null                                  | tabla IS NOT NULL
 auditoria_cambios          | CHECK           | 2200_16502_4_not_null                                  | registro_id IS NOT NULL
 auditoria_cambios          | CHECK           | 2200_16502_2_not_null                                  | uuid IS NOT NULL
 auditoria_cambios          | CHECK           | 2200_16502_1_not_null                                  | id IS NOT NULL
 auditoria_cambios          | UNIQUE          | auditoria_cambios_uuid_key                             | 
 auditoria_modificaciones   | CHECK           | 2200_16511_2_not_null                                  | uuid IS NOT NULL
 auditoria_modificaciones   | CHECK           | 2200_16511_1_not_null                                  | id IS NOT NULL
 auditoria_modificaciones   | CHECK           | 2200_16511_3_not_null                                  | tabla IS NOT NULL
 auditoria_modificaciones   | CHECK           | 2200_16511_4_not_null                                  | registro_id IS NOT NULL
 auditoria_modificaciones   | CHECK           | 2200_16511_5_not_null                                  | campo IS NOT NULL
 auditoria_modificaciones   | CHECK           | 2200_16511_9_not_null                                  | usuario_id IS NOT NULL
 auditoria_modificaciones   | CHECK           | 2200_16511_12_not_null                                 | fecha_modificacion IS NOT NULL
 catalogo_productos         | CHECK           | 2200_16519_2_not_null                                  | uuid IS NOT NULL
 catalogo_productos         | CHECK           | 2200_16519_6_not_null                                  | peso_masa_gramos IS NOT NULL
 catalogo_productos         | CHECK           | 2200_16519_4_not_null                                  | nombre IS NOT NULL
 catalogo_productos         | CHECK           | 2200_16519_1_not_null                                  | id IS NOT NULL
 catalogo_productos         | CHECK           | 2200_16519_3_not_null                                  | codigo_producto IS NOT NULL
 catalogo_productos         | UNIQUE          | catalogo_productos_codigo_producto_key                 | 
 catalogo_productos         | UNIQUE          | catalogo_productos_uuid_key                            | 
 catalogo_tipos_masa        | CHECK           | 2200_16529_16_not_null                                 | unidades_pan_por_paquete IS NOT NULL
 catalogo_tipos_masa        | CHECK           | 2200_16529_5_not_null                                  | nombre_masa IS NOT NULL
 catalogo_tipos_masa        | CHECK           | 2200_16529_4_not_null                                  | tipo_masa IS NOT NULL
 catalogo_tipos_masa        | CHECK           | 2200_16529_3_not_null                                  | codigo_sap IS NOT NULL
 catalogo_tipos_masa        | CHECK           | 2200_16529_2_not_null                                  | uuid IS NOT NULL
 catalogo_tipos_masa        | CHECK           | 2200_16529_1_not_null                                  | id IS NOT NULL
 catalogo_tipos_masa        | CHECK           | 2200_16529_17_not_null                                 | dias_vida_util IS NOT NULL
 catalogo_tipos_masa        | CHECK           | check_reposo_division                                  | (((requiere_reposo_pre_division = false) OR ((requiere_reposo_pre_division = true) AND (tiempo_reposo_division_minutos > 0))))
 catalogo_tipos_masa        | UNIQUE          | catalogo_tipos_masa_uuid_key                           | 
 catalogo_tipos_masa        | UNIQUE          | catalogo_tipos_masa_codigo_sap_key                     | 
 configuracion_etiqueta     | CHECK           | 2200_16546_3_not_null                                  | nombre_producto IS NOT NULL
 configuracion_etiqueta     | CHECK           | 2200_16546_1_not_null                                  | id IS NOT NULL
 configuracion_etiqueta     | CHECK           | 2200_16546_2_not_null                                  | sap_item_code IS NOT NULL
 configuracion_etiqueta     | UNIQUE          | configuracion_etiqueta_sap_item_code_key               | 
 configuracion_sistema      | CHECK           | 2200_16557_1_not_null                                  | id IS NOT NULL
 configuracion_sistema      | CHECK           | 2200_16557_2_not_null                                  | clave IS NOT NULL
 configuracion_sistema      | UNIQUE          | configuracion_sistema_clave_key                        | 
 control_calidad            | CHECK           | 2200_16567_10_not_null                                 | valor_real IS NOT NULL
 control_calidad            | CHECK           | check_nivel_criticidad                                 | (((nivel_criticidad)::text = ANY (ARRAY[('BAJO'::character varying)::text, ('MEDIO'::character varying)::text, ('ALTO'::character varying)::text, ('CRITICO'::character varying)::text])))
 control_calidad            | CHECK           | 2200_16567_15_not_null                                 | usuario_id IS NOT NULL
 control_calidad            | CHECK           | 2200_16567_6_not_null                                  | parametro IS NOT NULL
 control_calidad            | CHECK           | 2200_16567_5_not_null                                  | tipo_control IS NOT NULL
 control_calidad            | CHECK           | 2200_16567_3_not_null                                  | orden_id IS NOT NULL
 control_calidad            | CHECK           | 2200_16567_2_not_null                                  | uuid IS NOT NULL
 control_calidad            | CHECK           | 2200_16567_1_not_null                                  | id IS NOT NULL
 control_calidad            | UNIQUE          | control_calidad_uuid_key                               | 
 costos_masa                | CHECK           | 2200_16579_2_not_null                                  | masa_id IS NOT NULL
 costos_masa                | CHECK           | 2200_16579_1_not_null                                  | id IS NOT NULL
 costos_masa                | UNIQUE          | costos_masa_masa_id_key                                | 
 empaque_consumo_materiales | CHECK           | 2200_16591_4_not_null                                  | item_code_comp IS NOT NULL
 empaque_consumo_materiales | CHECK           | 2200_16591_3_not_null                                  | producto_masa_id IS NOT NULL
 empaque_consumo_materiales | CHECK           | 2200_16591_6_not_null                                  | cantidad_consumida IS NOT NULL
 empaque_consumo_materiales | CHECK           | 2200_16591_1_not_null                                  | id IS NOT NULL
 empaque_consumo_materiales | CHECK           | 2200_16591_2_not_null                                  | masa_id IS NOT NULL
 empaque_detalles           | CHECK           | 2200_16600_4_not_null                                  | unidades_empacadas IS NOT NULL
 empaque_detalles           | CHECK           | 2200_16600_2_not_null                                  | empaque_id IS NOT NULL
 empaque_detalles           | CHECK           | 2200_16600_1_not_null                                  | id IS NOT NULL
 empaque_detalles           | CHECK           | 2200_16600_5_not_null                                  | unidades_merma IS NOT NULL
 empaque_detalles           | CHECK           | 2200_16600_3_not_null                                  | producto_masa_id IS NOT NULL
 empaque_detalles           | UNIQUE          | empaque_detalles_empaque_id_producto_masa_id_key       | 
 empaque_por_masa           | CHECK           | 2200_16607_1_not_null                                  | id IS NOT NULL
 empaque_por_masa           | CHECK           | 2200_16607_7_not_null                                  | cantidad IS NOT NULL
 empaque_por_masa           | CHECK           | 2200_16607_5_not_null                                  | ingrediente_nombre IS NOT NULL
 empaque_por_masa           | CHECK           | 2200_16607_3_not_null                                  | masa_id IS NOT NULL
 empaque_por_masa           | CHECK           | 2200_16607_2_not_null                                  | uuid IS NOT NULL
 empaque_por_masa           | UNIQUE          | empaque_por_masa_uuid_key                              | 
 empaque_por_masa           | UNIQUE          | uq_empaque_masa_codigo                                 | 
 especificaciones_formado   | CHECK           | 2200_16618_2_not_null                                  | uuid IS NOT NULL
 especificaciones_formado   | CHECK           | 2200_16618_1_not_null                                  | id IS NOT NULL
 especificaciones_formado   | CHECK           | 2200_16618_3_not_null                                  | tipo_masa IS NOT NULL
 especificaciones_formado   | UNIQUE          | especificaciones_formado_uuid_key                      | 
 etapas_proceso             | CHECK           | check_etapa_valida                                     | (((etapa)::text = ANY (ARRAY[('PESAJE'::character varying)::text, ('PREFERMENTO'::character varying)::text, ('AMASADO'::character varying)::text, ('DIVISION'::character varying)::text, ('FORMADO'::character varying)::text, ('FERMENTACION'::character varying)::text, ('HORNEADO'::character varying)::text])))
 etapas_proceso             | CHECK           | check_estado_etapa                                     | (((estado)::text = ANY (ARRAY[('PENDIENTE'::character varying)::text, ('EN_PROCESO'::character varying)::text, ('COMPLETADO'::character varying)::text, ('OMITIDO'::character varying)::text, ('ERROR'::character varying)::text])))
 etapas_proceso             | CHECK           | 2200_16627_5_not_null                                  | numero_etapa IS NOT NULL
 etapas_proceso             | CHECK           | 2200_16627_4_not_null                                  | etapa IS NOT NULL
 etapas_proceso             | CHECK           | 2200_16627_3_not_null                                  | orden_id IS NOT NULL
 etapas_proceso             | CHECK           | 2200_16627_2_not_null                                  | uuid IS NOT NULL
 etapas_proceso             | CHECK           | 2200_16627_1_not_null                                  | id IS NOT NULL
 etapas_proceso             | UNIQUE          | unique_orden_etapa                                     | 
 etapas_proceso             | UNIQUE          | etapas_proceso_uuid_key                                | 
 ingredientes_masa          | CHECK           | 2200_16641_2_not_null                                  | uuid IS NOT NULL
 ingredientes_masa          | CHECK           | 2200_16641_1_not_null                                  | id IS NOT NULL
 ingredientes_masa          | CHECK           | 2200_16641_7_not_null                                  | porcentaje_panadero IS NOT NULL
 ingredientes_masa          | CHECK           | 2200_16641_3_not_null                                  | masa_id IS NOT NULL
 ingredientes_masa          | CHECK           | 2200_16641_12_not_null                                 | cantidad_kilos IS NOT NULL
 ingredientes_masa          | CHECK           | 2200_16641_11_not_null                                 | cantidad_gramos IS NOT NULL
 ingredientes_masa          | CHECK           | 2200_16641_5_not_null                                  | ingrediente_nombre IS NOT NULL
 ingredientes_masa          | UNIQUE          | ingredientes_masa_uuid_key                             | 
 lotes                      | CHECK           | 2200_16660_1_not_null                                  | id IS NOT NULL
 lotes                      | CHECK           | check_cantidad_disponible                              | ((cantidad_disponible >= (0)::numeric))
 lotes                      | CHECK           | 2200_16660_8_not_null                                  | cantidad IS NOT NULL
 lotes                      | CHECK           | 2200_16660_9_not_null                                  | cantidad_disponible IS NOT NULL
 lotes                      | CHECK           | check_estado_lote                                      | (((estado)::text = ANY (ARRAY[('DISPONIBLE'::character varying)::text, ('RESERVADO'::character varying)::text, ('AGOTADO'::character varying)::text, ('VENCIDO'::character varying)::text, ('BLOQUEADO'::character varying)::text])))
 lotes                      | CHECK           | check_cantidad_lote                                    | ((cantidad > (0)::numeric))
 lotes                      | CHECK           | 2200_16660_6_not_null                                  | fecha_produccion IS NOT NULL
 lotes                      | CHECK           | 2200_16660_5_not_null                                  | codigo_producto IS NOT NULL
 lotes                      | CHECK           | 2200_16660_3_not_null                                  | codigo_lote IS NOT NULL
 lotes                      | CHECK           | 2200_16660_2_not_null                                  | uuid IS NOT NULL
 lotes                      | UNIQUE          | lotes_uuid_key                                         | 
 lotes                      | UNIQUE          | lotes_codigo_lote_key                                  | 
 maquinas_corte             | CHECK           | 2200_16676_2_not_null                                  | uuid IS NOT NULL
 maquinas_corte             | CHECK           | 2200_16676_1_not_null                                  | id IS NOT NULL
 maquinas_corte             | CHECK           | 2200_16676_3_not_null                                  | nombre IS NOT NULL
 maquinas_corte             | UNIQUE          | maquinas_corte_uuid_key                                | 
 maquinas_corte             | UNIQUE          | maquinas_corte_nombre_key                              | 
 maquinas_formado           | CHECK           | 2200_16686_4_not_null                                  | codigo IS NOT NULL
 maquinas_formado           | CHECK           | 2200_16686_3_not_null                                  | nombre IS NOT NULL
 maquinas_formado           | CHECK           | 2200_16686_2_not_null                                  | uuid IS NOT NULL
 maquinas_formado           | CHECK           | 2200_16686_1_not_null                                  | id IS NOT NULL
 maquinas_formado           | UNIQUE          | maquinas_formado_uuid_key                              | 
 maquinas_formado           | UNIQUE          | maquinas_formado_codigo_key                            | 
 masas_produccion           | CHECK           | 2200_16697_7_not_null                                  | total_kilos_base IS NOT NULL
 masas_produccion           | CHECK           | 2200_16697_8_not_null                                  | total_kilos_con_merma IS NOT NULL
 masas_produccion           | CHECK           | 2200_16697_10_not_null                                 | factor_absorcion_usado IS NOT NULL
 masas_produccion           | CHECK           | 2200_16697_21_not_null                                 | es_subdivision IS NOT NULL
 masas_produccion           | CHECK           | 2200_16697_28_not_null                                 | es_adicional IS NOT NULL
 masas_produccion           | CHECK           | check_fase_actual                                      | (((fase_actual)::text = ANY (ARRAY[('PLANIFICACION'::character varying)::text, ('PESAJE'::character varying)::text, ('AMASADO'::character varying)::text, ('DIVISION'::character varying)::text, ('FORMADO'::character varying)::text, ('FERMENTACION'::character varying)::text, ('HORNEADO'::character varying)::text, ('EMPAQUE'::character varying)::text])))
 masas_produccion           | CHECK           | 2200_16697_5_not_null                                  | nombre_masa IS NOT NULL
 masas_produccion           | CHECK           | 2200_16697_4_not_null                                  | tipo_masa IS NOT NULL
 masas_produccion           | CHECK           | 2200_16697_3_not_null                                  | codigo_masa IS NOT NULL
 masas_produccion           | CHECK           | 2200_16697_2_not_null                                  | uuid IS NOT NULL
 masas_produccion           | CHECK           | 2200_16697_1_not_null                                  | id IS NOT NULL
 masas_produccion           | CHECK           | check_estado_masa                                      | (((estado)::text = ANY (ARRAY[('PLANIFICACION'::character varying)::text, ('PENDIENTE'::character varying)::text, ('APROBADA'::character varying)::text, ('PESAJE'::character varying)::text, ('AMASADO'::character varying)::text, ('DIVISION'::character varying)::text, ('FORMADO'::character varying)::text, ('FERMENTACION'::character varying)::text, ('HORNEADO'::character varying)::text, ('EN_PROCESO'::character varying)::text, ('COMPLETADA'::character varying)::text, ('CANCELADA'::character varying)::text, ('SUBDIVIDIDA'::character varying)::text])))
 masas_produccion           | CHECK           | 2200_16697_6_not_null                                  | fecha_produccion IS NOT NULL
 masas_produccion           | UNIQUE          | masas_produccion_uuid_key                              | 
 notificaciones_empaque     | CHECK           | 2200_16720_3_not_null                                  | masa_id IS NOT NULL
 notificaciones_empaque     | CHECK           | check_estado_envio                                     | (((estado_envio)::text = ANY (ARRAY[('PENDIENTE'::character varying)::text, ('ENVIADO'::character varying)::text, ('ERROR'::character varying)::text])))
 notificaciones_empaque     | CHECK           | 2200_16720_1_not_null                                  | id IS NOT NULL
 notificaciones_empaque     | CHECK           | 2200_16720_2_not_null                                  | uuid IS NOT NULL
 notificaciones_empaque     | UNIQUE          | notificaciones_empaque_uuid_key                        | 
 orden_masa_relacion        | CHECK           | 2200_16730_3_not_null                                  | orden_sap_docentry IS NOT NULL
 orden_masa_relacion        | CHECK           | 2200_16730_1_not_null                                  | id IS NOT NULL
 orden_masa_relacion        | CHECK           | 2200_16730_2_not_null                                  | masa_id IS NOT NULL
 orden_masa_relacion        | UNIQUE          | orden_masa_relacion_masa_id_orden_sap_docentry_key     | 
