        table_name        |             column_name              |          data_type          | character_maximum_length | numeric_precision | numeric_scale | is_nullable |                    column_default                     | ordinal_position 
 productos_por_masa       | multiplo_divisor                     | integer                     |                          |                32 |             0 | NO          | 0                                                     |               24
 productos_por_masa       | unidades_ajustadas                   | integer                     |                          |                32 |             0 | NO          | 0                                                     |               25
 productos_por_masa       | unidades_excedente                   | integer                     |                          |                32 |             0 | NO          | 0                                                     |               26
 productos_por_masa       | unidades_faltantes                   | integer                     |                          |                32 |             0 | YES         | 0                                                     |               27
 productos_por_masa       | division_parcial                     | boolean                     |                          |                   |               | YES         | false                                                 |               28
 productos_por_masa       | costo_mp_unitario                    | numeric                     |                          |                14 |             4 | YES         | 0                                                     |               29
 productos_por_masa       | costo_mp_total_prod                  | numeric                     |                          |                14 |             4 | YES         | 0                                                     |               30
 productos_por_masa       | costo_mo_total                       | numeric                     |                          |                14 |             4 | YES         | 0                                                     |               31
 productos_por_masa       | costo_empaque_total                  | numeric                     |                          |                14 |             4 | YES         | 0                                                     |               32
 productos_por_masa       | costo_indirecto_total                | numeric                     |                          |                14 |             4 | YES         | 0                                                     |               33
 productos_por_masa       | costo_total_final                    | numeric                     |                          |                14 |             4 | YES         | 0                                                     |               34
 productos_por_masa       | costo_unitario_final                 | numeric                     |                          |                14 |             4 | YES         | 0                                                     |               35
 productos_por_masa       | unidades_pan_por_paquete             | numeric                     |                          |                 6 |             2 | NO          | 1                                                     |               36
 productos_por_masa       | costo_pan_unitario                   | numeric                     |                          |                14 |             4 | YES         | 0                                                     |               37
 programas_horneo         | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('programas_horneo_id_seq'::regclass)          |                1
 programas_horneo         | uuid                                 | uuid                        |                          |                   |               | NO          | gen_random_uuid()                                     |                2
 programas_horneo         | numero_programa                      | integer                     |                          |                32 |             0 | NO          |                                                       |                3
 programas_horneo         | nombre                               | character varying           |                      100 |                   |               | YES         |                                                       |                4
 programas_horneo         | descripcion                          | text                        |                          |                   |               | YES         |                                                       |                5
 programas_horneo         | temperatura_inicial                  | numeric                     |                          |                 5 |             2 | NO          |                                                       |                6
 programas_horneo         | temperatura_media                    | numeric                     |                          |                 5 |             2 | YES         |                                                       |                7
 programas_horneo         | temperatura_final                    | numeric                     |                          |                 5 |             2 | NO          |                                                       |                8
 programas_horneo         | tiempo_temperatura_media             | integer                     |                          |                32 |             0 | YES         |                                                       |                9
 programas_horneo         | tiempo_total_minutos                 | integer                     |                          |                32 |             0 | NO          |                                                       |               10
 programas_horneo         | usa_damper                           | boolean                     |                          |                   |               | YES         | false                                                 |               11
 programas_horneo         | tiempo_inicio_damper                 | integer                     |                          |                32 |             0 | YES         |                                                       |               12
 programas_horneo         | tiempo_fin_damper                    | integer                     |                          |                32 |             0 | YES         |                                                       |               13
 programas_horneo         | tipo_masa_sugerido                   | character varying           |                      100 |                   |               | YES         |                                                       |               14
 programas_horneo         | activo                               | boolean                     |                          |                   |               | YES         | true                                                  |               15
 programas_horneo         | fecha_creacion                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               16
 programas_horneo         | fecha_actualizacion                  | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               17
 progreso_fases           | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('progreso_fases_id_seq'::regclass)            |                1
 progreso_fases           | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 progreso_fases           | masa_id                              | integer                     |                          |                32 |             0 | NO          |                                                       |                3
 progreso_fases           | fase                                 | character varying           |                       50 |                   |               | NO          |                                                       |                4
 progreso_fases           | estado                               | character varying           |                       50 |                   |               | YES         | 'BLOQUEADA'::character varying                        |                5
 progreso_fases           | porcentaje_completado                | integer                     |                          |                32 |             0 | YES         | 0                                                     |                6
 progreso_fases           | fecha_inicio                         | timestamp without time zone |                          |                   |               | YES         |                                                       |                7
 progreso_fases           | fecha_completado                     | timestamp without time zone |                          |                   |               | YES         |                                                       |                8
 progreso_fases           | usuario_responsable                  | integer                     |                          |                32 |             0 | YES         |                                                       |                9
 progreso_fases           | datos_fase                           | jsonb                       |                          |                   |               | YES         | '{}'::jsonb                                           |               10
 progreso_fases           | observaciones                        | text                        |                          |                   |               | YES         |                                                       |               11
 progreso_fases           | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               12
 progreso_fases           | updated_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               13
 receta_ingredientes      | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('receta_ingredientes_id_seq'::regclass)       |                1
 receta_ingredientes      | receta_id                            | integer                     |                          |                32 |             0 | NO          |                                                       |                2
 receta_ingredientes      | codigo_ingrediente                   | character varying           |                       50 |                   |               | NO          |                                                       |                3
 receta_ingredientes      | descripcion                          | character varying           |                      200 |                   |               | YES         |                                                       |                4
 receta_ingredientes      | cantidad                             | numeric                     |                          |                10 |             3 | NO          |                                                       |                5
 receta_ingredientes      | unidad                               | character varying           |                       10 |                   |               | NO          |                                                       |                6
 receta_ingredientes      | porcentaje_panadero                  | numeric                     |                          |                 5 |             2 | YES         |                                                       |                7
 receta_ingredientes      | orden_adicion                        | integer                     |                          |                32 |             0 | YES         |                                                       |                8
 receta_ingredientes      | es_opcional                          | boolean                     |                          |                   |               | YES         | false                                                 |                9
 receta_ingredientes      | temperatura_ideal                    | numeric                     |                          |                 4 |             1 | YES         |                                                       |               10
 receta_ingredientes      | observaciones                        | text                        |                          |                   |               | YES         |                                                       |               11
 receta_ingredientes      | fecha_creacion                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               12
 recetas                  | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('recetas_id_seq'::regclass)                   |                1
 recetas                  | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 recetas                  | codigo                               | character varying           |                       50 |                   |               | NO          |                                                       |                3
 recetas                  | tipo_masa                            | character varying           |                       50 |                   |               | NO          |                                                       |                4
 recetas                  | nombre                               | character varying           |                      100 |                   |               | NO          |                                                       |                5
 recetas                  | descripcion                          | text                        |                          |                   |               | YES         |                                                       |                6
 recetas                  | version                              | integer                     |                          |                32 |             0 | YES         | 1                                                     |                7
 recetas                  | activa                               | boolean                     |                          |                   |               | YES         | true                                                  |                8
 recetas                  | rendimiento_esperado                 | numeric                     |                          |                 5 |             2 | YES         |                                                       |                9
 recetas                  | tiempo_total_estimado                | integer                     |                          |                32 |             0 | YES         |                                                       |               10
 recetas                  | temperatura_ambiente_optima          | numeric                     |                          |                 4 |             1 | YES         |                                                       |               11
 recetas                  | humedad_optima                       | numeric                     |                          |                 4 |             1 | YES         |                                                       |               12
 recetas                  | parametros_proceso                   | jsonb                       |                          |                   |               | YES         | '{}'::jsonb                                           |               13
 recetas                  | instrucciones                        | text                        |                          |                   |               | YES         |                                                       |               14
 recetas                  | notas                                | text                        |                          |                   |               | YES         |                                                       |               15
 recetas                  | fecha_creacion                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               16
 recetas                  | fecha_actualizacion                  | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               17
 recetas                  | creado_por                           | integer                     |                          |                32 |             0 | YES         |                                                       |               18
 recetas                  | actualizado_por                      | integer                     |                          |                32 |             0 | YES         |                                                       |               19
 registros_amasado        | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('registros_amasado_id_seq'::regclass)         |                1
 registros_amasado        | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 registros_amasado        | masa_id                              | integer                     |                          |                32 |             0 | NO          |                                                       |                3
 registros_amasado        | amasadora_id                         | integer                     |                          |                32 |             0 | YES         |                                                       |                4
 registros_amasado        | amasadora_nombre                     | character varying           |                      100 |                   |               | YES         |                                                       |                5
 registros_amasado        | velocidad_1_minutos                  | integer                     |                          |                32 |             0 | YES         |                                                       |                6
 registros_amasado        | velocidad_2_minutos                  | integer                     |                          |                32 |             0 | YES         |                                                       |                7
 registros_amasado        | temperatura_masa_final               | numeric                     |                          |                 5 |             2 | YES         |                                                       |                8
 registros_amasado        | temperatura_agua                     | numeric                     |                          |                 5 |             2 | YES         |                                                       |                9
 registros_amasado        | usuario_id                           | integer                     |                          |                32 |             0 | YES         |                                                       |               10
 registros_amasado        | fecha_registro                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               11
 registros_amasado        | observaciones                        | text                        |                          |                   |               | YES         |                                                       |               12
 registros_amasado        | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               13
 registros_amasado        | updated_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               14
 registros_division       | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('registros_division_id_seq'::regclass)        |                1
 registros_division       | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 registros_division       | masa_id                              | integer                     |                          |                32 |             0 | NO          |                                                       |                3
 registros_division       | maquina_corte_id                     | integer                     |                          |                32 |             0 | YES         |                                                       |                4
 registros_division       | maquina_nombre                       | character varying           |                      100 |                   |               | YES         |                                                       |                5
 registros_division       | requiere_reposo                      | boolean                     |                          |                   |               | YES         | false                                                 |                6
 registros_division       | hora_inicio_reposo                   | timestamp without time zone |                          |                   |               | YES         |                                                       |                7
 registros_division       | hora_fin_reposo                      | timestamp without time zone |                          |                   |               | YES         |                                                       |                8
 registros_division       | tiempo_reposo_minutos                | integer                     |                          |                32 |             0 | YES         |                                                       |                9
 registros_division       | temperatura_entrada                  | numeric                     |                          |                 5 |             2 | YES         |                                                       |               10
 registros_division       | usuario_id                           | integer                     |                          |                32 |             0 | YES         |                                                       |               11
 registros_division       | fecha_registro                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               12
 registros_division       | observaciones                        | text                        |                          |                   |               | YES         |                                                       |               13
 registros_division       | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               14
 registros_division       | updated_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               15
 registros_empaque        | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('registros_empaque_id_seq'::regclass)         |                1
 registros_empaque        | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 registros_empaque        | masa_id                              | integer                     |                          |                32 |             0 | NO          |                                                       |                3
 registros_empaque        | fecha_vencimiento                    | date                        |                          |                   |               | NO          |                                                       |                4
 registros_empaque        | estado                               | character varying           |                       20 |                   |               | NO          | 'EN_PROGRESO'::character varying                      |                5
 registros_empaque        | usuario_id                           | integer                     |                          |                32 |             0 | YES         |                                                       |                6
 registros_empaque        | usuario_nombre                       | character varying           |                      200 |                   |               | YES         |                                                       |                7
 registros_empaque        | observaciones                        | text                        |                          |                   |               | YES         |                                                       |                8
 registros_empaque        | fecha_registro                       | timestamp without time zone |                          |                   |               | YES         | now()                                                 |                9
 registros_empaque        | fecha_completado                     | timestamp without time zone |                          |                   |               | YES         |                                                       |               10
 registros_empaque        | fecha_actualizacion                  | timestamp without time zone |                          |                   |               | YES         | now()                                                 |               11
